iter	Passed	Remaining
710	21848	8880
711	21868	8845
712	21886	8809
713	21905	8774
714	21924	8739
715	21941	8703
716	21959	8667
717	21981	8633
718	22003	8599
719	22024	8564
720	22044	8530
721	22067	8496
722	22090	8463
723	22112	8429
724	22132	8394
725	22151	8360
726	22169	8325
727	22187	8289
728	22205	8254
729	22226	8220
730	22244	8185
731	22263	8150
732	22280	8115
733	22298	8081
734	22317	8046
735	22335	8011
736	22353	7976
737	22371	7942
738	22390	7907
739	22408	7873
740	22430	7840
741	22449	7805
742	22467	7771
743	22487	7737
744	22508	7704
745	22526	7670
746	22546	7636
747	22566	7602
748	22584	7568
749	22602	7534
750	22621	7500
751	22639	7466
752	22658	7432
753	22676	7398
754	22695	7364
755	22712	7330
756	22731	7296
757	22750	7263
758	22769	7229
759	22787	7196
760	22805	7162
761	22823	7128
762	22843	7095
763	22862	7062
764	22880	7028
765	22899	6995
766	22917	6961
767	22936	6928
768	22953	6895
769	22972	6861
770	22990	6828
771	23008	6795
772	23027	6762
773	23047	6729
774	23066	6696
775	23085	6663
776	23103	6630
777	23122	6597
778	23140	6564
779	23158	6531
780	23176	6498
781	23193	6465
782	23212	6433
783	23231	6400
784	23250	6368
785	23270	6335
786	23290	6303
787	23308	6270
788	23326	6238
789	23345	6205
790	23363	6173
791	23381	6140
792	23400	6108
793	23419	6076
794	23438	6043
795	23456	6011
796	23474	5979
797	23493	5947
798	23512	5914
799	23530	5882
800	23549	5850
801	23568	5818
802	23587	5786
803	23606	5754
804	23624	5722
805	23643	5690
806	23664	5659
807	23683	5627
808	23702	5596
809	23726	5565
810	23746	5533
811	23764	5502
812	23784	5470
813	23803	5439
814	23822	5407
815	23840	5375
816	23860	5344
817	23878	5312
818	23897	5281
819	23918	5250
820	23937	5218
821	23957	5187
822	23976	5156
823	23996	5125
824	24014	5094
825	24033	5062
826	24054	5031
827	24073	5000
828	24093	4969
829	24112	4938
830	24132	4907
831	24152	4876
832	24170	4845
833	24189	4814
834	24207	4783
835	24227	4752
836	24249	4722
837	24270	4691
838	24292	4661
839	24313	4631
840	24334	4600
841	24354	4570
842	24375	4539
843	24396	4509
844	24415	4478
845	24435	4448
846	24455	4417
847	24474	4387
848	24495	4356
849	24515	4326
850	24536	4296
851	24556	4265
852	24575	4235
853	24594	4204
854	24614	4174
855	24633	4144
856	24657	4114
857	24680	4084
858	24704	4055
859	24724	4024
860	24747	3995
861	24767	3965
862	24788	3935
863	24810	3905
864	24830	3875
865	24851	3845
866	24873	3815
867	24895	3785
868	24917	3756
869	24938	3726
870	24957	3696
871	24977	3666
872	24998	3636
873	25018	3606
874	25038	3576
875	25057	3547
876	25077	3517
877	25098	3487
878	25119	3457
879	25140	3428
880	25160	3398
881	25181	3368
882	25202	3339
883	25222	3309
884	25244	3280
885	25268	3251
886	25303	3223
887	25326	3194
888	25348	3164
889	25370	3135
890	25392	3106
891	25413	3076
892	25434	3047
893	25457	3018
894	25479	2989
895	25500	2959
896	25519	2930
897	25539	2900
898	25559	2871
899	25579	2842
900	25598	2812
901	25617	2783
902	25637	2753
903	25656	2724
904	25676	2695
905	25695	2665
906	25715	2636
907	25735	2607
908	25753	2578
909	25772	2548
910	25793	2519
911	25812	2490
912	25832	2461
913	25852	2432
914	25875	2403
915	25895	2374
916	25915	2345
917	25935	2316
918	25954	2287
919	25975	2258
920	25995	2229
921	26016	2200
922	26037	2172
923	26057	2143
924	26078	2114
925	26097	2085
926	26116	2056
927	26138	2028
928	26158	1999
929	26178	1970
930	26199	1941
931	26219	1913
932	26239	1884
933	26259	1855
934	26282	1827
935	26304	1798
936	26325	1769
937	26345	1741
938	26365	1712
939	26385	1684
940	26404	1655
941	26425	1627
942	26444	1598
943	26465	1569
944	26489	1541
945	26512	1513
946	26532	1484
947	26553	1456
948	26576	1428
949	26597	1399
950	26618	1371
951	26639	1343
952	26660	1314
953	26680	1286
954	26700	1258
955	26720	1229
956	26743	1201
957	26764	1173
958	26786	1145
959	26807	1116
960	26829	1088
961	26852	1060
962	26872	1032
963	26894	1004
964	26916	976
965	26938	948
966	26960	920
967	26980	891
968	27001	863
969	27024	835
970	27044	807
971	27065	779
972	27089	751
973	27110	723
974	27135	695
975	27155	667
976	27177	639
977	27200	611
978	27223	583
979	27248	556
980	27272	528
981	27293	500
982	27316	472
983	27338	444
984	27361	416
985	27381	388
986	27403	360
987	27423	333
988	27444	305
989	27464	277
990	27485	249
991	27507	221
992	27527	194
993	27555	166
994	27578	138
995	27598	110
996	27618	83
997	27640	55
998	27661	27
999	27687	0
