iter	MultiClass
159	1.018625139
160	1.018102719
161	1.017740546
162	1.017152513
163	1.016654715
164	1.016165905
165	1.015629846
166	1.015154045
167	1.01475557
168	1.01435852
169	1.013796769
170	1.01338828
171	1.01292522
172	1.012634023
173	1.012270009
174	1.0117793
175	1.011411083
176	1.011009719
177	1.010734319
178	1.010341685
179	1.009821602
180	1.009255443
181	1.008673415
182	1.008228466
183	1.007811166
184	1.007385146
185	1.006700579
186	1.006359103
187	1.005805676
188	1.005315218
189	1.004955839
190	1.00448019
191	1.003994299
192	1.003628547
193	1.003245396
194	1.002860492
195	1.002470359
196	1.002100273
197	1.001710636
198	1.001192643
199	1.000701271
200	1.000209622
201	0.9997956933
202	0.9992835194
203	0.9988657177
204	0.9983329485
205	0.9978313598
206	0.9973527895
207	0.9968615247
208	0.9963941283
209	0.9957989915
210	0.9953282807
211	0.9949934135
212	0.9944732539
213	0.9937953263
214	0.993340678
215	0.9929137912
216	0.9921360632
217	0.9916859615
218	0.9912568729
219	0.9909422899
220	0.990328984
221	0.989656826
222	0.9892864325
223	0.9889401539
224	0.9884137415
225	0.9879194154
226	0.9872690469
227	0.9867743575
228	0.986404456
229	0.985971305
230	0.9856133159
231	0.985093877
232	0.9847308768
233	0.9844251662
234	0.9840057815
235	0.9835137221
236	0.9831050298
237	0.9828287769
238	0.9822118064
239	0.9817603642
240	0.9811245985
241	0.9807270073
242	0.9802368443
243	0.9796637431
244	0.9793006568
245	0.9788089657
246	0.9783457444
247	0.9776469036
248	0.9771229357
249	0.9766079832
250	0.9762263509
251	0.9757307835
252	0.9750697308
253	0.9745067695
254	0.9742117499
255	0.9738084633
256	0.9734675915
257	0.9728771969
258	0.9724823369
259	0.9722243886
260	0.97180938
261	0.9712230316
262	0.9706729694
263	0.970224172
264	0.9699349017
265	0.969501887
266	0.9690005484
267	0.9685269868
268	0.9680378927
269	0.9676003868
270	0.9672292942
271	0.9666763169
272	0.9662208636
273	0.9655118682
274	0.9651442556
275	0.9646329509
276	0.9642644368
277	0.9637112568
278	0.9631618553
279	0.9628222462
280	0.9623549862
281	0.9619864466
282	0.9615300817
283	0.9611292201
284	0.9607859106
285	0.960433207
286	0.9601268134
287	0.9596810154
288	0.95942184
289	0.9589062863
290	0.9584623925
291	0.9581243082
292	0.9578061382
293	0.9574978984
294	0.9570373483
295	0.9565445884
296	0.9560530728
297	0.9557166022
298	0.9554635755
299	0.955039224
300	0.9545574298
301	0.9540727182
302	0.9534120674
303	0.9530039479
304	0.9524503771
305	0.9520501869
306	0.9516088246
307	0.9512527291
308	0.9508126864
309	0.9503480796
310	0.9500130441
311	0.9495918554
312	0.9491358978
313	0.9488751561
314	0.9484095037
315	0.9480578727
316	0.9475967441
317	0.94723018
318	0.9468041138
319	0.9464258864
320	0.9460989426
321	0.945549687
322	0.9450741215
323	0.9446757677
324	0.944257229
325	0.9437128388
326	0.943271745
327	0.9427212324
328	0.9422428048
329	0.9417710633
330	0.9413985744
331	0.9410646487
332	0.9404824626
333	0.9399695416
334	0.9394308311
335	0.9389874234
336	0.9385659475
337	0.9382152961
338	0.9377030427
339	0.9373289391
340	0.9367837516
341	0.9364225855
342	0.9360953715
343	0.9356435039
344	0.9350862142
345	0.9347874981
346	0.9344283508
347	0.9339146647
348	0.9334888778
349	0.9330537592
350	0.9327274472
351	0.9324390205
352	0.931993057
353	0.9317614787
354	0.9314483003
355	0.9310617794
356	0.9305761158
357	0.9301154274
358	0.9297790183
359	0.929211421
360	0.9287661489
361	0.9282431787
362	0.9279216395
363	0.9273723789
364	0.9270527708
365	0.9266730126
366	0.9263177102
367	0.9259043723
368	0.9254860835
369	0.9251072454
370	0.9247896572
371	0.9244694141
372	0.9242401469
373	0.9239480309
374	0.9235374729
375	0.9230612732
376	0.9226022117
377	0.9221435065
378	0.921871386
379	0.9214923584
380	0.9211448376
381	0.9207800406
382	0.9205174557
383	0.9201496176
384	0.9196206057
385	0.9191481825
386	0.9188652608
387	0.9184496214
388	0.9180395709
389	0.9176452903
390	0.9172524837
391	0.9168942033
392	0.9166421472
393	0.916132903
394	0.9156992406
395	0.9152474925
396	0.9148188253
397	0.9143060351
398	0.9138532913
399	0.9135536731
400	0.9132327239
401	0.9129082556
402	0.9123941794
403	0.912128186
404	0.9116968195
405	0.9113520884
406	0.9110568485
407	0.9106963056
408	0.9103063053
409	0.9099383878
410	0.9096549371
411	0.9092765474
412	0.90895476
413	0.9083545991
414	0.9080675044
415	0.9076742091
416	0.9073581579
417	0.9070596019
418	0.9066364981
419	0.9061450915
420	0.9056733167
421	0.9052672021
422	0.9049555625
423	0.9044408923
424	0.9040001493
425	0.9035894185
426	0.903155453
427	0.9027881334
428	0.902360603
429	0.9018451263
430	0.9014193881
431	0.9010400467
432	0.9006006006
433	0.9002736009
434	0.8998601806
435	0.8994516469
436	0.8990241768
437	0.8987700794
438	0.8982922323
439	0.8979647285
440	0.8976708685
441	0.8972491799
442	0.8969094519
443	0.8965577056
444	0.8962388169
445	0.8957704037
446	0.8953791577
447	0.8950392889
448	0.8947317113
449	0.8944192331
450	0.8938861696
451	0.8935636699
452	0.8932871418
453	0.892880205
454	0.8925794333
455	0.8921433223
456	0.8918302035
457	0.8916123975
458	0.8911883672
459	0.8906891848
460	0.8903476678
461	0.8898461921
462	0.8894309697
463	0.8892425621
464	0.888877187
465	0.8883053105
466	0.8880106357
467	0.8877179151
468	0.887308464
469	0.8869076047
470	0.8864594109
471	0.8860747824
472	0.8857559931
473	0.8853524007
474	0.8851900266
475	0.8848846333
476	0.8844130978
477	0.8841264222
478	0.8837493339
479	0.8832538429
480	0.8827284785
481	0.8823212861
482	0.8820711252
483	0.8817779675
484	0.8815141399
485	0.8811542452
486	0.8807345919
487	0.8802520903
488	0.879832925
489	0.8794752759
490	0.8791476096
491	0.8788552243
492	0.878316731
493	0.8780632157
494	0.8775306203
495	0.8771790468
496	0.8767098022
497	0.8762687398
498	0.8758671912
499	0.8754573829
500	0.8751861997
501	0.8747079674
502	0.8741568067
503	0.873774348
504	0.8733786312
505	0.8730361138
506	0.8726257545
507	0.8722651102
508	0.8718077029
509	0.8715339313
510	0.8710602374
511	0.8705860648
512	0.8703683618
513	0.8700334064
514	0.8696208133
515	0.8692346819
516	0.8687816288
517	0.8683509281
518	0.8680164242
519	0.867654365
520	0.867325579
521	0.8669394065
522	0.8666308014
523	0.8663654611
524	0.8659633265
525	0.865669505
526	0.8652359167
527	0.8648619712
528	0.8643549519
529	0.8637968445
530	0.8634203268
531	0.8631828885
532	0.8627990881
533	0.8623349638
534	0.862010363
535	0.8616696166
536	0.8613640808
537	0.8608415322
538	0.8604630685
539	0.8601756482
540	0.8596277532
541	0.8589715572
542	0.8584833642
543	0.8579232129
544	0.8575953611
545	0.8572412449
546	0.8569962681
547	0.8566888114
548	0.8563417691
549	0.8559218288
550	0.8554555227
551	0.8551448889
552	0.8547890402
553	0.8545445902
554	0.8541676577
555	0.853868623
556	0.8535979635
557	0.8533641094
558	0.8529050266
559	0.8525961637
560	0.8522506638
561	0.8519568584
562	0.8515850363
563	0.8512193516
564	0.8509282329
565	0.8506590725
566	0.8503763318
567	0.8499883949
568	0.8497456635
569	0.8493618177
570	0.848863084
571	0.8485072015
572	0.8481539854
573	0.8477914297
574	0.8472957937
575	0.8468582003
576	0.8465365604
577	0.8461446541
578	0.8458094897
579	0.8455469892
580	0.8451687408
581	0.8448616074
582	0.844495037
583	0.8442340527
584	0.8439838279
585	0.8435480284
586	0.843311453
587	0.8429853887
588	0.8426778814
589	0.8423469082
590	0.8420318108
591	0.8417464285
592	0.8415602025
593	0.8412556365
594	0.8408637139
595	0.8405670797
596	0.8401993025
597	0.8397588119
598	0.8391834283
599	0.8388683299
600	0.8385694557
601	0.8381409685
602	0.8377210024
603	0.8373682228
604	0.8370064636
605	0.836660126
606	0.836197557
607	0.8358938243
608	0.8357165427
609	0.8355143489
610	0.8352435941
611	0.8348243393
612	0.8345265283
613	0.8341924893
614	0.8337774799
615	0.8333421217
616	0.8329138353
617	0.8324962167
618	0.8320690709
619	0.8317576493
620	0.8313821559
621	0.8310997863
622	0.8306207066
623	0.8302018122
624	0.829886152
625	0.8295526116
626	0.8291739614
627	0.8288867463
628	0.8283720074
629	0.8281422402
630	0.827866898
631	0.8275540944
632	0.8270940289
633	0.8267067303
634	0.8263884597
635	0.8259620116
636	0.8256006275
637	0.8252536534
638	0.8250135913
639	0.8246001877
640	0.8242959275
641	0.8239506993
642	0.8236929309
643	0.8234831344
644	0.8231428879
645	0.8228188994
646	0.8224398481
647	0.8221189538
648	0.8218243819
649	0.8216015725
650	0.8212207884
651	0.8210242339
652	0.820702374
653	0.8203707451
654	0.8199831002
655	0.8197478239
656	0.819473123
657	0.8191820224
658	0.8189301361
659	0.818534848
660	0.8181172451
661	0.8178533488
662	0.8173897215
663	0.8170304093
664	0.816607931
665	0.8162259826
666	0.8157822309
667	0.8154117569
668	0.8151241852
669	0.814837735
670	0.814495382
671	0.814144208
672	0.8139129175
673	0.81356048
674	0.8132913847
675	0.812974962
676	0.8125870587
677	0.8122574215
678	0.8119676493
679	0.8117963394
680	0.8114209595
681	0.8111515569
682	0.8109022082
683	0.8104390365
684	0.8100943608
685	0.8097129834
686	0.8093703876
687	0.8090244984
688	0.8086649543
689	0.8082548384
690	0.8076769054
691	0.807219107
692	0.8069035492
693	0.8065154186
694	0.8061493717
695	0.8058200461
696	0.8055541119
697	0.8052874091
698	0.8049484258
699	0.8046049083
700	0.8042221792
701	0.8038225589
702	0.8034536619
703	0.8032257746
704	0.8028820333
705	0.8024219294
706	0.8021239228
707	0.8018689857
708	0.8017311025
709	0.8014010289
710	0.8009415881
711	0.8005731664
712	0.8002140766
713	0.7998796281
714	0.7994559818
715	0.7992172662
716	0.7988617517
717	0.7985844652
718	0.798263617
719	0.7978555409
720	0.7976081753
721	0.7973048095
722	0.7969887089
723	0.7968129617
724	0.796373174
725	0.7961281394
726	0.795891471
727	0.7954684629
728	0.7952342469
729	0.7948256496
730	0.7944345572
731	0.7941016566
732	0.7937497984
733	0.7934768737
734	0.7931281368
735	0.7927998602
736	0.7923359367
737	0.7919225635
738	0.7916124149
739	0.7912358667
740	0.7909514564
741	0.7905606949
742	0.7903146244
743	0.7899510063
744	0.7894056369
745	0.7891621949
746	0.788843069
747	0.7885461876
748	0.7881319798
749	0.787724422
750	0.7874350843
751	0.7870440463
752	0.7867670455
753	0.78647145
754	0.7862017968
755	0.7857472667
756	0.785447997
757	0.7851084906
758	0.7848478817
759	0.7845326586
760	0.7841304586
761	0.7837824269
762	0.7835548437
763	0.7833386104
764	0.7829245941
765	0.7826224395
766	0.7822307546
767	0.7819213172
768	0.7815991959
769	0.7813891446
770	0.7810841743
771	0.7807334916
772	0.7804499916
773	0.7799747023
774	0.7796737472
775	0.7792999484
776	0.7788810072
777	0.7786477876
778	0.7783299229
779	0.7779621364
780	0.7777278159
781	0.7774154645
782	0.7770665654
783	0.7767929224
784	0.7764269073
785	0.7760577082
786	0.7757144039
787	0.775330541
788	0.7749198597
789	0.7746202862
790	0.7742000077
791	0.7739499595
792	0.7734720542
793	0.7732586081
794	0.7730453959
795	0.7726237505
796	0.7723792088
797	0.7721702011
798	0.7717245591
799	0.771411847
800	0.7710680837
801	0.770857513
802	0.7705702208
803	0.7702863976
804	0.7701260643
805	0.7696492267
806	0.7693638137
807	0.7689154055
808	0.7685844922
809	0.7682831152
810	0.7680595663
811	0.7675996544
812	0.7672939347
813	0.7670189234
814	0.7666887868
815	0.7664763986
816	0.7662597401
817	0.7658921906
818	0.7656548907
819	0.7654306331
820	0.7649459159
821	0.7645978134
822	0.7643940457
823	0.7640257321
824	0.7637268234
825	0.7633362831
826	0.7630019414
827	0.7627465884
828	0.7622583745
829	0.7619550847
830	0.7616111579
831	0.761388225
832	0.7611168438
833	0.7607898511
834	0.7604984793
835	0.7603111735
836	0.7601101261
837	0.7598520568
838	0.7593462221
839	0.7589591378
840	0.7585218582
841	0.7581839584
842	0.7577255343
843	0.7574510229
844	0.7570428534
845	0.7568094029
846	0.756505168
847	0.7561964598
848	0.7558793665
849	0.755625721
850	0.7553645946
851	0.7550675338
852	0.7548131066
853	0.7544564688
854	0.7542331056
855	0.7538760288
856	0.7536127255
857	0.7533922755
858	0.7532259464
859	0.7529558998
860	0.7527031783
861	0.752317894
862	0.752055102
863	0.7517873485
864	0.7515168872
865	0.7511666212
866	0.7508767695
867	0.7505907216
868	0.7502243724
869	0.7499743303
870	0.7495513904
871	0.7492162206
872	0.7489616045
873	0.7486615101
874	0.7483723732
875	0.7479546531
876	0.7476137886
877	0.7473165098
878	0.7470109417
879	0.7466257076
880	0.7462429327
881	0.7459715557
882	0.7456244276
883	0.7453645472
884	0.7450616783
885	0.7448583222
886	0.7445580463
887	0.7443016977
888	0.7440734369
889	0.7438633835
890	0.7435991823
891	0.7432472893
892	0.7429729465
893	0.7426433568
894	0.7423768817
895	0.7420314278
896	0.7416891768
897	0.7414288445
898	0.7411192192
899	0.7407796827
900	0.7404333166
901	0.7401273551
902	0.7398418602
903	0.739607356
904	0.7392748142
905	0.7389309217
906	0.738447022
907	0.7381780303
908	0.7378547168
909	0.7375589841
910	0.7373587105
911	0.737055642
912	0.7367262318
913	0.7366000844
914	0.7363389651
915	0.7361373463
916	0.7359302112
917	0.7356441914
918	0.7353885119
919	0.7351513089
920	0.7348591249
921	0.734591862
922	0.7343539024
923	0.7340616004
924	0.7337638457
925	0.7334795935
926	0.7332215141
927	0.7328932412
928	0.732522923
929	0.7322260692
930	0.7319537099
931	0.7317189994
932	0.7313652776
933	0.7312025
934	0.7308790021
935	0.7306178841
936	0.7302440632
937	0.7297310559
938	0.7294982231
939	0.7292188333
940	0.7289437016
941	0.7287175268
942	0.7282994597
943	0.7280335619
944	0.7275971136
945	0.7273739049
946	0.7270884222
947	0.7265927215
948	0.7263337029
949	0.7261114601
950	0.7258436263
951	0.7256741828
952	0.7252880915
953	0.7251202992
954	0.7248098349
955	0.7245209784
956	0.7241875275
957	0.723833691
958	0.7235889395
959	0.723188831
960	0.7228551881
961	0.7224875444
962	0.7220790974
963	0.7217799388
964	0.7214944406
965	0.7211661704
966	0.7208865688
967	0.7205512318
968	0.7201873344
969	0.719949482
970	0.7195965089
971	0.7192990984
972	0.7190687054
973	0.7186410848
974	0.7183688335
975	0.7180497716
976	0.7176890564
977	0.7173181328
978	0.7169725822
979	0.7166882589
980	0.7164132088
981	0.7160847783
982	0.7157574163
983	0.7154863291
984	0.7152093649
985	0.7149146154
986	0.714621795
987	0.7142824832
988	0.7141538697
989	0.7139279551
990	0.713661737
991	0.7133093582
992	0.7129288344
993	0.7126038235
994	0.7123173346
995	0.7121043351
996	0.7117571402
997	0.7114644474
998	0.71113154
999	0.7108510647
